complex_id,go_id,go_name,k,n,K,N,pvalue,fdr
47,GO:0006887,exocytosis,1,17,37,2190,2.52290830e-1,5.13592046e-1
47,GO:0007114,cell budding,1,17,39,2190,2.64054697e-1,5.19004059e-1
47,GO:0005933,cellular bud,2,17,144,2190,3.08924181e-1,5.81014230e-1
47,GO:0043543,protein acylation,1,17,49,2190,3.20306696e-1,5.81014230e-1
47,GO:0051321,meiotic cell cycle,2,17,153,2190,3.35454336e-1,5.81014230e-1
47,GO:0016491,oxidoreductase activity,1,17,52,2190,3.36376659e-1,5.81014230e-1
47,GO:0000910,cytokinesis,1,17,59,2190,3.72493591e-1,5.95803211e-1
47,GO:0030427,site of polarized growth,2,17,166,2190,3.73402702e-1,5.95803211e-1
47,GO:0007005,mitochondrion organization,2,17,167,2190,3.76296765e-1,5.95803211e-1
47,GO:0071554,cell wall organization or biogenesis,1,17,62,2190,3.87398797e-1,5.96803552e-1
47,GO:0000746,conjugation,1,17,65,2190,4.01970318e-1,6.02955477e-1
47,GO:0005783,endoplasmic reticulum,2,17,203,2190,4.76981934e-1,6.97127441e-1
47,GO:0016570,histone modification,1,17,93,2190,5.23106833e-1,7.30678862e-1
47,GO:0005739,mitochondrion,3,17,351,2190,5.28433429e-1,7.30678862e-1
47,GO:0005938,cell cortex,1,17,97,2190,5.38394951e-1,7.30678862e-1
47,GO:0018193,peptidyl-amino acid modification,1,17,104,2190,5.64045024e-1,7.36663117e-1
47,GO:0005198,structural molecule activity,2,17,239,2190,5.68652231e-1,7.36663117e-1
47,GO:0005740,mitochondrial envelope,1,17,116,2190,6.04922263e-1,7.66234866e-1
47,GO:0030234,enzyme regulator activity,1,17,128,2190,6.42171943e-1,7.95734800e-1
47,GO:0023052,signaling,1,17,138,2190,6.70661979e-1,7.99651116e-1
47,GO:0005886,plasma membrane,1,17,139,2190,6.73390413e-1,7.99651116e-1
47,GO:0005856,cytoskeleton,1,17,148,2190,6.97006974e-1,8.10804030e-1
47,GO:0016740,transferase activity,2,17,323,2190,7.39612655e-1,8.42508690e-1
47,GO:0007010,cytoskeleton organization,1,17,174,2190,7.56528017e-1,8.42508690e-1
47,GO:0006281,DNA repair,1,17,180,2190,7.68604419e-1,8.42508690e-1
47,GO:0006974,cellular response to DNA damage stimulus,1,17,211,2190,8.22524778e-1,8.84602119e-1
47,GO:0000278,mitotic cell cycle,1,17,224,2190,8.41408284e-1,8.88153188e-1
47,GO:0006325,chromatin organization,1,17,250,2190,8.73647086e-1,9.05416071e-1
47,GO:0005694,chromosome,1,17,290,2190,9.11463486e-1,9.27739620e-1
47,GO:0005634,nucleus,2,17,1145,2190,9.99935900e-1,9.99935900e-1
48,GO:0000910,cytokinesis,4,4,59,2190,4.76164387e-7,6.66630142e-6
48,GO:0005933,cellular bud,4,4,144,2190,1.79729766e-5,1.25810836e-4
48,GO:0030427,site of polarized growth,4,4,166,2190,3.19181350e-5,1.48951297e-4
48,GO:0000278,mitotic cell cycle,4,4,224,2190,1.06834655e-4,3.73921293e-4
48,GO:0003674,molecular_function,4,4,414,2190,1.26212815e-3,3.53395882e-3
48,GO:0016020,membrane,4,4,629,2190,6.75874694e-3,1.57704095e-2
48,GO:0005618,cell wall,1,4,9,2190,1.63484339e-2,3.26968678e-2
48,GO:0005886,plasma membrane,2,4,139,2190,2.20503792e-2,3.85881637e-2
48,GO:0007124,pseudohyphal growth,1,4,37,2190,6.59305029e-2,1.02558560e-1
48,GO:0005773,vacuole,1,4,118,2190,1.98848391e-1,2.78387748e-1
48,GO:0005783,endoplasmic reticulum,1,4,203,2190,3.22524938e-1,4.10486285e-1
48,GO:0005739,mitochondrion,1,4,351,2190,5.03038102e-1,5.86877786e-1
48,GO:0012505,endomembrane system,1,4,431,2190,5.84094172e-1,6.29024493e-1
48,GO:0005737,cytoplasm,2,4,1502,2190,9.05397168e-1,9.05397168e-1
49,GO:0016779,nucleotidyltransferase activity,4,4,55,2190,3.56820408e-7,4.99548571e-6
49,GO:0006260,DNA replication,4,4,118,2190,8.02856119e-6,5.61999283e-5
49,GO:0004518,nuclease activity,3,4,42,2190,2.59160183e-5,1.20941419e-4
49,GO:0005694,chromosome,4,4,290,2190,3.01984219e-4,9.42682485e-4
49,GO:0006401,RNA catabolic process,3,4,98,2190,3.36672316e-4,9.42682485e-4
49,GO:0016740,transferase activity,4,4,323,2190,4.65722723e-4,1.08668635e-3
49,GO:0006281,DNA repair,3,4,180,2190,2.05434249e-3,4.10868498e-3
49,GO:0006974,cellular response to DNA damage stimulus,3,4,211,2190,3.27968379e-3,5.73944664e-3
49,GO:0016787,hydrolase activity,3,4,334,2190,1.24831621e-2,1.94182521e-2
49,GO:0005634,nucleus,4,4,1145,2190,7.45345903e-2,1.04348426e-1
49,GO:0006310,DNA recombination,1,4,118,2190,1.98848391e-1,2.53079771e-1
49,GO:0051321,meiotic cell cycle,1,4,153,2190,2.51661330e-1,2.93604885e-1
49,GO:0005739,mitochondrion,1,4,351,2190,5.03038102e-1,5.41733341e-1
49,GO:0005737,cytoplasm,2,4,1502,2190,9.05397168e-1,9.05397168e-1
50,GO:0008033,tRNA processing,9,10,39,2190,6.66294676e-16,5.13405573e-15
50,GO:0043144,snoRNA processing,9,10,41,2190,1.10061505e-15,5.13405573e-15
50,GO:0004518,nuclease activity,9,10,42,2190,1.40019702e-15,5.13405573e-15
50,GO:0006401,RNA catabolic process,9,10,98,2190,4.82587649e-12,1.32711604e-11
50,GO:0005730,nucleolus,10,10,200,2190,3.27713588e-11,7.20969893e-11
50,GO:0006364,rRNA processing,8,10,173,2190,5.10311887e-8,9.35571793e-8
50,GO:0016787,hydrolase activity,9,10,334,2190,3.52466985e-7,5.53876691e-7
50,GO:0003723,RNA binding,7,10,266,2190,3.14237120e-5,4.32076040e-5
50,GO:0019843,rRNA binding,3,10,26,2190,1.68852389e-4,2.06375143e-4
50,GO:0005634,nucleus,10,10,1145,2190,1.49773427e-3,1.64750769e-3
50,GO:0005737,cytoplasm,5,10,1502,2190,9.41842948e-1,9.41842948e-1
51,GO:0006310,DNA recombination,5,5,118,2190,4.18689833e-7,7.11772716e-6
51,GO:0051321,meiotic cell cycle,5,5,153,2190,1.56514061e-6,1.33036951e-5
51,GO:0048285,organelle fission,5,5,216,2190,8.94922267e-6,5.07122618e-5
51,GO:0016887,ATPase activity,4,5,176,2190,1.89362817e-4,8.04791971e-4
51,GO:0016787,hydrolase activity,4,5,334,2190,2.34230816e-3,7.96384773e-3
51,GO:0006281,DNA repair,3,5,180,2190,4.82534327e-3,1.33219870e-2
51,GO:0032200,telomere organization,2,5,53,2190,5.48552404e-3,1.33219870e-2
51,GO:0006974,cellular response to DNA damage stimulus,3,5,211,2190,7.61714130e-3,1.61864253e-2
51,GO:0005694,chromosome,3,5,290,2190,1.87191217e-2,3.53583411e-2
51,GO:0005634,nucleus,5,5,1145,2190,3.89039193e-2,6.61366627e-2
51,GO:0003677,DNA binding,2,5,219,2190,8.12598154e-2,1.25583351e-1
51,GO:0003682,chromatin binding,1,5,95,2190,1.99042428e-1,2.80556401e-1
51,GO:0018193,peptidyl-amino acid modification,1,5,104,2190,2.16115750e-1,2.80556401e-1
51,GO:0070647,protein modification by small protein conjugation or removal,1,5,112,2190,2.31046448e-1,2.80556401e-1
51,GO:0007059,chromosome segregation,1,5,148,2190,2.95446169e-1,3.34838992e-1
51,GO:0051726,regulation of cell cycle,1,5,164,2190,3.22645725e-1,3.42811083e-1
51,GO:0016740,transferase activity,1,5,323,2190,5.50057081e-1,5.50057081e-1
52,GO:0006260,DNA replication,17,18,118,2190,1.48458672e-21,5.64142954e-20
52,GO:0006310,DNA recombination,13,18,118,2190,1.14748972e-13,2.18023047e-12
52,GO:0005694,chromosome,15,18,290,2190,2.73884703e-11,2.92205709e-10
52,GO:0006281,DNA repair,13,18,180,2190,3.07584957e-11,2.92205709e-10
52,GO:0006974,cellular response to DNA damage stimulus,13,18,211,2190,2.41481715e-10,1.83526104e-9
52,GO:0003677,DNA binding,12,18,219,2190,8.11681797e-9,5.14065138e-8
52,GO:0003682,chromatin binding,9,18,95,2190,1.31374218e-8,7.13174329e-8
52,GO:0004386,helicase activity,6,18,47,2190,1.07809280e-6,5.12094079e-6
52,GO:0006325,chromatin organization,10,18,250,2190,6.02731715e-6,2.54486724e-5
52,GO:0005634,nucleus,18,18,1145,2190,7.99091777e-6,3.03654875e-5
52,GO:0051052,regulation of DNA metabolic process,6,18,82,2190,2.97167167e-5,1.02657748e-4
52,GO:0016887,ATPase activity,7,18,176,2190,2.85913867e-4,9.05393913e-4
52,GO:0016787,hydrolase activity,8,18,334,2190,2.90039438e-3,8.47807589e-3
52,GO:0000278,mitotic cell cycle,5,18,224,2190,3.01569039e-2,8.18544535e-2
52,GO:0001403,invasive growth in response to glucose limitation,2,18,36,2190,3.40840067e-2,8.63461502e-2
52,GO:0048285,organelle fission,4,18,216,2190,9.35653289e-2,2.22217656e-1
52,GO:0007059,chromosome segregation,3,18,148,2190,1.17098773e-1,2.61750199e-1
52,GO:0051726,regulation of cell cycle,3,18,164,2190,1.47086360e-1,3.10515649e-1
52,GO:0033043,regulation of organelle organization,3,18,172,2190,1.63015421e-1,3.26030841e-1
52,GO:0043167,ion binding,2,18,104,2190,2.09342586e-1,3.97750913e-1
52,GO:0003924,GTPase activity,1,18,31,2190,2.27113912e-1,4.10968031e-1
52,GO:0042393,histone binding,1,18,36,2190,2.58828554e-1,4.47067502e-1
52,GO:0006468,protein phosphorylation,2,18,138,2190,3.15104227e-1,5.20606983e-1
52,GO:0051321,meiotic cell cycle,2,18,153,2190,3.61613213e-1,5.72554254e-1
52,GO:0031399,regulation of protein modification process,1,18,73,2190,4.58087178e-1,6.96292510e-1
52,GO:0016301,kinase activity,1,18,96,2190,5.55176727e-1,8.11412139e-1
52,GO:0018193,peptidyl-amino acid modification,1,18,104,2190,5.84909873e-1,8.23206488e-1
52,GO:0070647,protein modification by small protein conjugation or removal,1,18,112,2190,6.12758955e-1,8.31601438e-1
52,GO:0051603,proteolysis involved in cellular protein catabolic process,1,18,126,2190,6.57296962e-1,8.40116302e-1
52,GO:0030234,enzyme regulator activity,1,18,128,2190,6.63249712e-1,8.40116302e-1
52,GO:0016740,transferase activity,2,18,323,2190,7.68469782e-1,9.25068729e-1
52,GO:0005730,nucleolus,1,18,200,2190,8.22868916e-1,9.25068729e-1
52,GO:0005783,endoplasmic reticulum,1,18,203,2190,8.27634517e-1,9.25068729e-1
52,GO:0005737,cytoplasm,11,18,1502,2190,8.27693073e-1,9.25068729e-1
52,GO:0003674,molecular_function,2,18,414,2190,8.81449042e-1,9.57001818e-1
52,GO:0006366,transcription from RNA polymerase II promoter,1,18,302,2190,9.31583579e-1,9.83338222e-1
52,GO:0012505,endomembrane system,1,18,431,2190,9.80975558e-1,9.97807430e-1
52,GO:0016020,membrane,1,18,629,2190,9.97807430e-1,9.97807430e-1
53,GO:0006260,DNA replication,12,12,118,2190,3.46064164e-16,8.30553995e-15
53,GO:0006281,DNA repair,12,12,180,2190,6.73452508e-14,8.08143009e-13
53,GO:0006974,cellular response to DNA damage stimulus,12,12,211,2190,4.79499705e-13,3.83599764e-12
53,GO:0006310,DNA recombination,10,12,118,2190,8.56207124e-12,5.13724274e-11
53,GO:0005694,chromosome,11,12,290,2190,1.96787840e-9,9.44581633e-9
53,GO:0003677,DNA binding,7,12,219,2190,4.66057101e-5,1.86422841e-4
53,GO:0005634,nucleus,12,12,1145,2190,4.05816740e-4,1.39137168e-3
53,GO:0003682,chromatin binding,3,12,95,2190,1.30815442e-2,3.92446327e-2
53,GO:0004386,helicase activity,2,12,47,2190,2.59499108e-2,6.91997621e-2
53,GO:0006325,chromatin organization,4,12,250,2190,3.91080250e-2,9.38592601e-2
53,GO:0003674,molecular_function,5,12,414,2190,5.83732616e-2,1.27359844e-1
53,GO:0000278,mitotic cell cycle,3,12,224,2190,1.16249217e-1,2.32498435e-1
53,GO:0007059,chromosome segregation,2,12,148,2190,1.92280891e-1,3.54980106e-1
53,GO:0051726,regulation of cell cycle,2,12,164,2190,2.25153233e-1,3.72157875e-1
53,GO:0016887,ATPase activity,2,12,176,2190,2.50235033e-1,3.72157875e-1
53,GO:0032200,telomere organization,1,12,53,2190,2.55269522e-1,3.72157875e-1
53,GO:0016779,nucleotidyltransferase activity,1,12,55,2190,2.63611828e-1,3.72157875e-1
53,GO:0048285,organelle fission,2,12,216,2190,3.34777368e-1,4.46369824e-1
53,GO:0051052,regulation of DNA metabolic process,1,12,82,2190,3.68160246e-1,4.65044521e-1
53,GO:0016787,hydrolase activity,2,12,334,2190,5.66864204e-1,6.80237044e-1
53,GO:0033043,regulation of organelle organization,1,12,172,2190,6.26229587e-1,7.06819062e-1
53,GO:0070271,protein complex biogenesis,1,12,182,2190,6.47917474e-1,7.06819062e-1
53,GO:0016740,transferase activity,1,12,323,2190,8.53401528e-1,8.90505942e-1
53,GO:0005737,cytoplasm,4,12,1502,2190,9.97631204e-1,9.97631204e-1
54,GO:0006260,DNA replication,8,8,118,2190,5.64617129e-11,1.24215768e-9
54,GO:0006281,DNA repair,8,8,180,2190,1.80165208e-9,1.98181729e-8
54,GO:0006974,cellular response to DNA damage stimulus,8,8,211,2190,6.57565500e-9,4.82214700e-8
54,GO:0005694,chromosome,8,8,290,2190,8.68744260e-8,4.77809343e-7
54,GO:0006310,DNA recombination,5,8,118,2190,2.05464748e-5,9.04044890e-5
54,GO:0004386,helicase activity,3,8,47,2190,4.81446111e-4,1.76530241e-3
54,GO:0051052,regulation of DNA metabolic process,3,8,82,2190,2.47389448e-3,7.77509693e-3
54,GO:0003682,chromatin binding,3,8,95,2190,3.77946098e-3,1.03935177e-2
54,GO:0003677,DNA binding,4,8,219,2190,4.92813264e-3,1.20465465e-2
54,GO:0005634,nucleus,8,8,1145,2190,5.51831365e-3,1.21402900e-2
54,GO:0007059,chromosome segregation,3,8,148,2190,1.31628224e-2,2.63256449e-2
54,GO:0051726,regulation of cell cycle,3,8,164,2190,1.74413194e-2,3.19757522e-2
54,GO:0016887,ATPase activity,3,8,176,2190,2.11257935e-2,3.57513429e-2
54,GO:0048285,organelle fission,3,8,216,2190,3.64550480e-2,5.72865040e-2
54,GO:0000278,mitotic cell cycle,3,8,224,2190,4.00930668e-2,5.88031647e-2
54,GO:0003674,molecular_function,4,8,414,2190,4.64599930e-2,6.38824904e-2
54,GO:0006325,chromatin organization,3,8,250,2190,5.32396277e-2,6.88983418e-2
54,GO:0016787,hydrolase activity,3,8,334,2190,1.09099489e-1,1.33343820e-1
54,GO:0032200,telomere organization,1,8,53,2190,1.78239564e-1,2.06382653e-1
54,GO:0051321,meiotic cell cycle,1,8,153,2190,4.40297480e-1,4.84327228e-1
54,GO:0033043,regulation of organelle organization,1,8,172,2190,4.80791276e-1,5.03686099e-1
54,GO:0005737,cytoplasm,5,8,1502,2190,7.79795068e-1,7.79795068e-1
55,GO:0005815,microtubule organizing center,9,12,59,2190,8.26711336e-13,1.86211335e-11
55,GO:0005856,cytoskeleton,11,12,148,2190,1.06406477e-12,1.86211335e-11
55,GO:0048285,organelle fission,11,12,216,2190,7.45801045e-11,8.70101219e-10
55,GO:0007059,chromosome segregation,9,12,148,2190,4.29796573e-9,3.76072001e-8
55,GO:0000278,mitotic cell cycle,10,12,224,2190,5.71264022e-9,3.99884815e-8
55,GO:0051726,regulation of cell cycle,9,12,164,2190,1.08655267e-8,6.33822388e-8
55,GO:0007010,cytoskeleton organization,9,12,174,2190,1.85062832e-8,9.25314161e-8
55,GO:0033043,regulation of organelle organization,8,12,172,2190,4.66727140e-7,2.04193124e-6
55,GO:0006468,protein phosphorylation,6,12,138,2190,3.79374764e-5,1.47534630e-4
55,GO:0016301,kinase activity,5,12,96,2190,9.05133912e-5,3.16796869e-4
55,GO:0000910,cytokinesis,4,12,59,2190,2.00372528e-4,6.37548954e-4
55,GO:0051321,meiotic cell cycle,5,12,153,2190,8.26780031e-4,2.41144176e-3
55,GO:0005933,cellular bud,4,12,144,2190,5.85819203e-3,1.57720555e-2
55,GO:0030427,site of polarized growth,4,12,166,2190,9.72943785e-3,2.43235946e-2
55,GO:0070925,organelle assembly,3,12,100,2190,1.50446023e-2,3.51040720e-2
55,GO:0016740,transferase activity,5,12,323,2190,2.20121176e-2,4.71831838e-2
55,GO:0006997,nucleus organization,2,12,44,2190,2.29175464e-2,4.71831838e-2
55,GO:0030234,enzyme regulator activity,3,12,128,2190,2.90880306e-2,5.65600596e-2
55,GO:0005694,chromosome,4,12,290,2190,6.26935485e-2,1.15488116e-1
55,GO:0006470,protein dephosphorylation,1,12,26,2190,1.33836478e-1,2.24568391e-1
55,GO:0005198,structural molecule activity,3,12,239,2190,1.34741035e-1,2.24568391e-1
55,GO:0016791,phosphatase activity,1,12,30,2190,1.52902871e-1,2.39839730e-1
55,GO:0003924,GTPase activity,1,12,31,2190,1.57608966e-1,2.39839730e-1
55,GO:0006970,response to osmotic stress,1,12,40,2190,1.98898079e-1,2.90059698e-1
55,GO:0006873,cellular ion homeostasis,1,12,43,2190,2.12243324e-1,2.97140654e-1
55,GO:0070271,protein complex biogenesis,2,12,182,2190,2.62865777e-1,3.47084342e-1
55,GO:0048284,organelle fusion,1,12,56,2190,2.67750778e-1,3.47084342e-1
55,GO:0000746,conjugation,1,12,65,2190,3.04053176e-1,3.80066470e-1
55,GO:0018193,peptidyl-amino acid modification,1,12,104,2190,4.43086961e-1,5.25047970e-1
55,GO:0005634,nucleus,7,12,1145,2190,4.50041117e-1,5.25047970e-1
55,GO:0006310,DNA recombination,1,12,118,2190,4.86430099e-1,5.49195274e-1
55,GO:0016787,hydrolase activity,2,12,334,2190,5.66864204e-1,6.20007723e-1
55,GO:0005730,nucleolus,1,12,200,2190,6.84072615e-1,7.25531561e-1
55,GO:0003677,DNA binding,1,12,219,2190,7.18518110e-1,7.39650996e-1
55,GO:0005737,cytoplasm,7,12,1502,2190,8.59058568e-1,8.59058568e-1
56,GO:0007010,cytoskeleton organization,13,15,174,2190,2.99734303e-13,7.79309187e-12
56,GO:0007059,chromosome segregation,12,15,148,2190,2.25262260e-12,2.92840939e-11
56,GO:0070271,protein complex biogenesis,12,15,182,2190,2.80744766e-11,2.43312131e-10
56,GO:0005815,microtubule organizing center,7,15,59,2190,3.90648213e-8,2.53921339e-7
56,GO:0005694,chromosome,11,15,290,2190,1.53980765e-7,8.00699980e-7
56,GO:0005856,cytoskeleton,8,15,148,2190,1.55144870e-6,6.72294438e-6
56,GO:0005198,structural molecule activity,9,15,239,2190,5.27883556e-6,1.96071035e-5
56,GO:0008092,cytoskeletal protein binding,4,15,48,2190,2.32502076e-4,7.55631749e-4
56,GO:0051726,regulation of cell cycle,6,15,164,2190,4.56513322e-4,1.31881626e-3
56,GO:0033043,regulation of organelle organization,6,15,172,2190,5.92227895e-4,1.53979253e-3
56,GO:0048285,organelle fission,5,15,216,2190,1.17172100e-2,2.76952237e-2
56,GO:0005634,nucleus,12,15,1145,2190,2.63169408e-2,5.70200385e-2
56,GO:0000278,mitotic cell cycle,4,15,224,2190,5.89063410e-2,1.17812682e-1
56,GO:0006997,nucleus organization,1,15,44,2190,2.63190524e-1,4.88782402e-1
56,GO:0051321,meiotic cell cycle,2,15,153,2190,2.82339088e-1,4.89387753e-1
56,GO:0048284,organelle fusion,1,15,56,2190,3.22817647e-1,5.24578676e-1
56,GO:0000746,conjugation,1,15,65,2190,3.64548359e-1,5.57544549e-1
56,GO:0051052,regulation of DNA metabolic process,1,15,82,2190,4.36902324e-1,6.31081134e-1
56,GO:0016301,kinase activity,1,15,96,2190,4.90634531e-1,6.56608808e-1
56,GO:0070925,organelle assembly,1,15,100,2190,5.05083698e-1,6.56608808e-1
56,GO:0006310,DNA recombination,1,15,118,2190,5.65496475e-1,7.00138492e-1
56,GO:0006468,protein phosphorylation,1,15,138,2190,6.24515625e-1,7.38063920e-1
56,GO:0003674,molecular_function,2,15,414,2190,8.06951615e-1,9.12206173e-1
56,GO:0016740,transferase activity,1,15,323,2190,9.09451072e-1,9.64992622e-1
56,GO:0005739,mitochondrion,1,15,351,2190,9.27877521e-1,9.64992622e-1
56,GO:0005737,cytoplasm,4,15,1502,2190,9.99856718e-1,9.99856718e-1
57,GO:0007059,chromosome segregation,17,17,148,2190,5.23768473e-21,1.30942118e-19
57,GO:0005694,chromosome,17,17,290,2190,7.80923303e-16,9.76154129e-15
57,GO:0003674,molecular_function,14,17,414,2190,2.40309046e-8,2.00257539e-7
57,GO:0048285,organelle fission,11,17,216,2190,4.90160418e-8,3.06350261e-7
57,GO:0000278,mitotic cell cycle,9,17,224,2190,1.22573792e-5,6.12868962e-5
57,GO:0005634,nucleus,16,17,1145,2190,2.57618625e-4,1.07341094e-3
57,GO:0005856,cytoskeleton,6,17,148,2190,5.71729850e-4,2.04189232e-3
57,GO:0005815,microtubule organizing center,3,17,59,2190,9.65558642e-3,3.01737076e-2
57,GO:0051321,meiotic cell cycle,4,17,153,2190,2.66211071e-2,7.39475197e-2
57,GO:0051726,regulation of cell cycle,4,17,164,2190,3.33942938e-2,8.34857345e-2
57,GO:0033043,regulation of organelle organization,4,17,172,2190,3.89205899e-2,8.84558861e-2
57,GO:0043934,sporulation,1,17,42,2190,2.81374336e-1,5.62897780e-1
57,GO:0006997,nucleus organization,1,17,44,2190,2.92706846e-1,5.62897780e-1
57,GO:0007010,cytoskeleton organization,2,17,174,2190,3.96432954e-1,7.07915989e-1
57,GO:0051052,regulation of DNA metabolic process,1,17,82,2190,4.78570206e-1,7.63273656e-1
57,GO:0003677,DNA binding,2,17,219,2190,5.18984967e-1,7.63273656e-1
57,GO:0016301,kinase activity,1,17,96,2190,5.34616768e-1,7.63273656e-1
57,GO:0070925,organelle assembly,1,17,100,2190,5.49557032e-1,7.63273656e-1
57,GO:0006310,DNA recombination,1,17,118,2190,6.11373953e-1,7.64217441e-1
57,GO:0006260,DNA replication,1,17,118,2190,6.11373953e-1,7.64217441e-1
57,GO:0006468,protein phosphorylation,1,17,138,2190,6.70661979e-1,7.98407118e-1
57,GO:0005730,nucleolus,1,17,200,2190,8.04913408e-1,9.14674328e-1
57,GO:0016740,transferase activity,1,17,323,2190,9.34353449e-1,9.99999998e-1
57,GO:0012505,endomembrane system,1,17,431,2190,9.76268592e-1,9.99999998e-1
57,GO:0005737,cytoplasm,1,17,1502,2190,9.99999998e-1,9.99999998e-1
58,GO:0008092,cytoskeletal protein binding,8,10,48,2190,1.26826681e-12,1.18914376e-11
58,GO:0007059,chromosome segregation,10,10,148,2190,1.48642970e-12,1.18914376e-11
58,GO:0007010,cytoskeleton organization,9,10,174,2190,9.68535564e-10,5.16552301e-9
58,GO:0005694,chromosome,10,10,290,2190,1.44656171e-9,5.78624683e-9
58,GO:0051726,regulation of cell cycle,8,10,164,2190,3.32389003e-8,1.06364481e-7
58,GO:0033043,regulation of organelle organization,8,10,172,2190,4.87138549e-8,1.29903613e-7
58,GO:0070271,protein complex biogenesis,8,10,182,2190,7.65943854e-8,1.75072881e-7
58,GO:0005634,nucleus,10,10,1145,2190,1.49773427e-3,2.99546853e-3
58,GO:0048285,organelle fission,3,10,216,2190,6.74205989e-2,1.19858843e-1
58,GO:0005856,cytoskeleton,2,10,148,2190,1.42945830e-1,2.28713328e-1
58,GO:0005815,microtubule organizing center,1,10,59,2190,2.39418861e-1,3.48245617e-1
58,GO:0000278,mitotic cell cycle,2,10,224,2190,2.72685486e-1,3.63580648e-1
58,GO:0005198,structural molecule activity,2,10,239,2190,2.99393412e-1,3.68484199e-1
58,GO:0051321,meiotic cell cycle,1,10,153,2190,5.16054063e-1,5.89776071e-1
58,GO:0003674,molecular_function,1,10,414,2190,8.77566152e-1,9.36070562e-1
58,GO:0005737,cytoplasm,1,10,1502,2190,9.99991050e-1,9.99991050e-1
59,GO:0008092,cytoskeletal protein binding,9,11,48,2190,2.84278198e-14,7.10695495e-13
59,GO:0007059,chromosome segregation,10,11,148,2190,1.54097757e-11,1.92622197e-10
59,GO:0007010,cytoskeleton organization,10,11,174,2190,8.05741323e-11,6.71451103e-10
59,GO:0005694,chromosome,10,11,290,2190,1.40542096e-8,8.78388101e-8
59,GO:0051726,regulation of cell cycle,8,11,164,2190,1.14137604e-7,5.70688018e-7
59,GO:0033043,regulation of organelle organization,8,11,172,2190,1.66695908e-7,6.94566285e-7
59,GO:0070271,protein complex biogenesis,8,11,182,2190,2.60960833e-7,9.32002976e-7
59,GO:0005634,nucleus,11,11,1145,2190,7.79783666e-4,2.43682396e-3
59,GO:0048285,organelle fission,5,11,216,2190,2.50643484e-3,6.96231900e-3
59,GO:0005856,cytoskeleton,4,11,148,2190,4.54627436e-3,1.13656859e-2
59,GO:0000278,mitotic cell cycle,4,11,224,2190,1.97133280e-2,4.48030181e-2
59,GO:0051321,meiotic cell cycle,2,11,153,2190,1.76403932e-1,3.67508192e-1
59,GO:0005815,microtubule organizing center,1,11,59,2190,2.60003397e-1,4.64291780e-1
59,GO:0000910,cytokinesis,1,11,59,2190,2.60003397e-1,4.64291780e-1
59,GO:0016301,kinase activity,1,11,96,2190,3.89962525e-1,5.76630849e-1
59,GO:0005938,cell cortex,1,11,97,2190,3.93167115e-1,5.76630849e-1
59,GO:0070925,organelle assembly,1,11,100,2190,4.02689283e-1,5.76630849e-1
59,GO:0018193,peptidyl-amino acid modification,1,11,104,2190,4.15174211e-1,5.76630849e-1
59,GO:0006468,protein phosphorylation,1,11,138,2190,5.12101236e-1,6.59504653e-1
59,GO:0005933,cellular bud,1,11,144,2190,5.27603723e-1,6.59504653e-1
59,GO:0030427,site of polarized growth,1,11,166,2190,5.80692339e-1,6.91300403e-1
59,GO:0005198,structural molecule activity,1,11,239,2190,7.20356946e-1,8.18587439e-1
59,GO:0016740,transferase activity,1,11,323,2190,8.27888971e-1,8.99879316e-1
59,GO:0003674,molecular_function,1,11,414,2190,9.00817350e-1,9.38351407e-1
59,GO:0005737,cytoplasm,3,11,1502,2190,9.99179610e-1,9.99179610e-1
60,GO:0005694,chromosome,14,14,290,2190,3.86361404e-13,1.12044807e-11
60,GO:0006260,DNA replication,10,14,118,2190,1.18423860e-10,1.71714597e-9
60,GO:0006281,DNA repair,11,14,180,2190,2.53340119e-10,2.44895448e-9
60,GO:0007059,chromosome segregation,10,14,148,2190,1.17389831e-9,8.47352696e-9
60,GO:0006974,cellular response to DNA damage stimulus,11,14,211,2190,1.46095292e-9,8.47352696e-9
60,GO:0048285,organelle fission,7,14,216,2190,1.54904760e-4,7.01341798e-4
60,GO:0003677,DNA binding,7,14,219,2190,1.69289399e-4,7.01341798e-4
60,GO:0000278,mitotic cell cycle,7,14,224,2190,1.95703689e-4,7.09425873e-4
60,GO:0016887,ATPase activity,6,14,176,2190,4.31149272e-4,1.38925877e-3
60,GO:0006310,DNA recombination,4,14,118,2190,5.26337132e-3,1.52637768e-2
60,GO:0016787,hydrolase activity,6,14,334,2190,1.22211528e-2,3.22194028e-2
60,GO:0051052,regulation of DNA metabolic process,3,14,82,2190,1.36636118e-2,3.30203952e-2
60,GO:0005634,nucleus,11,14,1145,2190,4.12865999e-2,8.99567261e-2
60,GO:0032200,telomere organization,2,14,53,2190,4.34273850e-2,8.99567261e-2
60,GO:0051321,meiotic cell cycle,3,14,153,2190,6.88639347e-2,1.33136941e-1
60,GO:0051726,regulation of cell cycle,3,14,164,2190,8.14242219e-2,1.46906612e-1
60,GO:0032196,transposition,1,14,14,2190,8.61176690e-2,1.46906612e-1
60,GO:0016874,ligase activity,1,14,15,2190,9.19974267e-2,1.48218076e-1
60,GO:0003682,chromatin binding,2,14,95,2190,1.20845304e-1,1.84448096e-1
60,GO:0043543,protein acylation,1,14,49,2190,2.72218521e-1,3.94716856e-1
